Fuente de Financiación,Situación de Fondos,Recursos´Presupuestales,Codigo Sector,Nombre Sector,Codigo Entidad,Nombre Entidad,Código Nivel Uno Rubro,Nombre Nivel Uno Rubro,Código Nivel Dos Rubro,Nombre Niel Dos Rubro,Código Nivel Tres Rubro,Nombre Nivel Tres Rubro,Código Cuarto Nivel Rubro,Nombre Cuarto Nivel Rubro,Código Quinto Nivel Rubro,Nombre Quinto Nivel Rubro,Apropiación Vigente,Compromisos,Obligaciones,Pagos
Nación,CSF,FONDO ESPECIAL FAZNI,7,MINAS Y ENERGIA,21-01-01,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,C,INVERSION,2102,CONSOLIDACIÓN PRODUCTIVA DEL SECTOR DE ENERGÍA ELÉCTRICA,1900,INTERSUBSECTORIAL MINAS Y ENERGÍA,15,AMPLIACION DE LA COBERTURA DEL SERVICIO DE ENERGIA ELECTRICA EN LAS ZONAS NO INTERCONECTADAS - ZNI EN EL TERRITORIO NACIONAL,40301C,"4. TRANSFORMACIÓN PRODUCTIVA, INTERNACIONALIZACIÓN Y ACCIÓN CLÍMATICA / C. CIERRE DE BRECHAS ENERGÉTICAS",230000000000,218423934193,0,0
Nación,CSF,FONDO ESPECIAL FAZNI,7,MINAS Y ENERGIA,21-01-01,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,C,INVERSION,2102,CONSOLIDACIÓN PRODUCTIVA DEL SECTOR DE ENERGÍA ELÉCTRICA,1900,INTERSUBSECTORIAL MINAS Y ENERGÍA,20,DESARROLLO DE ESTRATEGIAS DE IMPLEMENTACIÓN EN LA CONFORMACIÓN Y FINANCIACIÓN DE COMUNIDADES ENERGÉTICAS CON FUENTES NO CONVENCIONALES DE ENERGÍA RENOVABLE (FNCER)  NACIONAL,40301A,"4. TRANSFORMACIÓN PRODUCTIVA, INTERNACIONALIZACIÓN Y ACCIÓN CLÍMATICA / A. GENERACIÓN DE ENERGÍA A PARTIR DE FUENTES NO CONVENCIONALES DE ENERGÍA RENOVABLE (FNCER)",300000000000,243608082077,0,0
Nación,CSF,FONDOS ESPECIALES,15,INTERIOR,37-01-01,MINISTERIO DEL INTERIOR - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,01,A ÓRGANOS DEL PGN,032,FONDO NACIONAL DE SEGURIDAD Y CONVIVENCIA CIUDADANA -FONSECON,627264000000,528982310030,0,0
Nación,CSF,FONDOS ESPECIALES,15,INTERIOR,37-01-01,MINISTERIO DEL INTERIOR - GESTION GENERAL,C,INVERSION,3702,"FORTALECIMIENTO A LA GOBERNABILIDAD TERRITORIAL PARA LA SEGURIDAD, CONVIVENCIA CIUDADANA, PAZ Y POST-CONFLICTO",1000,INTERSUBSECTORIAL GOBIERNO,13,FORTALECIMIENTO A LAS ENTIDADES TERRITORIALES A TRAVES DE LA FINANCIACION DE INFRAESTRUCTURA PARA LA SEGURIDAD Y CONVIVENCIA CIUDADANA A NIVEL NACIONAL,20105A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. NUEVO MODELO NACIÓN-TERRITORIO PARA LA CONVIVENCIA Y LA SEGURIDAD CIUDADANA,81291000000,17203016261,0,0
Nación,CSF,FONDOS ESPECIALES,15,INTERIOR,37-01-01,MINISTERIO DEL INTERIOR - GESTION GENERAL,C,INVERSION,3702,"FORTALECIMIENTO A LA GOBERNABILIDAD TERRITORIAL PARA LA SEGURIDAD, CONVIVENCIA CIUDADANA, PAZ Y POST-CONFLICTO",1000,INTERSUBSECTORIAL GOBIERNO,8,FORTALECIMIENTO DE LOS SISTEMAS INTEGRADOS DE EMERGENCIA Y SEGURIDAD SIES A NIVEL  NACIONAL,20105A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. NUEVO MODELO NACIÓN-TERRITORIO PARA LA CONVIVENCIA Y LA SEGURIDAD CIUDADANA,60000000000,49717952500,0,0
Nación,CSF,FONDOS ESPECIALES,15,INTERIOR,37-09-00,DIRECCION NACIONAL DE BOMBEROS,C,INVERSION,3708,FORTALECIMIENTO INSTITUCIONAL Y OPERATIVO DE LOS BOMBEROS DE COLOMBIA,1000,INTERSUBSECTORIAL GOBIERNO,4,"FORTALECIMIENTO DE LA GESTIÓN DE CONOCIMIENTO, REDUCCIÓN Y RESPUESTA DE LOS CUERPOS DE BOMBEROS PARA LA PRESTACIÓN DEL SERVICIO PÚBLICO BOMBERIL EN COLOMBIA NACIONAL  NACIONAL",10101B,"1. ORDENAMIENTO DEL TERRITORIO ALREDEDOR DEL AGUA Y JUSTICIA AMBIENTAL / B. DEMOCRATIZACIÓN DEL CONOCIMIENTO, LA INFORMACIÓN AMBIENTAL Y DE RIESGO DE DESASTRES",85605584213,5742638392,0,0
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,CD,SALARIO,853424000000,49044588160,48910624605,48910624605
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,02,CONTRIBUCIONES INHERENTES A LA NÓMINA,CD,CONTRIBUCIONES INHERENTES A LA NÓMINA,225264000000,6482200,6482200,6482200
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,03,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,CD,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,80511000000,4307000639,4307000639,4307000639
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,01,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,04,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,CD,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,52396000000,0,0,0
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,02,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,122669000000,51569370168,1281556919,1265038132
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,02,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,02,A ORGANIZACIONES INTERNACIONALES,CD,A ORGANIZACIONES INTERNACIONALES,69000000,0,0,0
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,01,A ÓRGANOS DEL PGN,999,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,22025000000,0,0,0
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,012,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),4874000000,365892556,365892556,365892556
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,10,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,4708000000,33822879,28362187,28362187
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",01,IMPUESTOS,CD,IMPUESTOS,CD,IMPUESTOS,1557000000,97300890,97300890,82781090
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",03,TASAS Y DERECHOS ADMINISTRATIVOS,CD,TASAS Y DERECHOS ADMINISTRATIVOS,CD,TASAS Y DERECHOS ADMINISTRATIVOS,73000000,0,0,0
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",04,CONTRIBUCIONES,03,CONTRIBUCIÓN NACIONAL DE VALORIZACIÓN,CD,CONTRIBUCIÓN NACIONAL DE VALORIZACIÓN,43000000,0,0,0
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,02,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,6322000000,1299313446,41364520,40344310
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,016,"SERVICIOS MÉDICOS, EDUCATIVOS, RECREATIVOS, Y CULTURALES PARA FUNCIONARIOS DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA (ART. 90 Y 91 LEY 106 DE 1993) (NO DE PENSIONES)",6576000000,112220828,0,0
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,06,ADQUISICIÓN DE ACTIVOS FINANCIEROS,01,CONCESIÓN DE PRÉSTAMOS,04,A PERSONAS NATURALES,008,PRÉSTAMOS DIRECTOS LEY 106 DE 1933,10891000000,0,0,0
Nación,CSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,A,FUNCIONAMIENTO,07,DISMINUCIÓN DE PASIVOS,01,CESANTÍAS,CD,CESANTÍAS,CD,CESANTÍAS,3569000000,926251471,926251471,926251471
Nación,CSF,FONDOS ESPECIALES,2,EDUCACION,22-01-01,MINISTERIO EDUCACION NACIONAL - GESTION GENERAL,C,INVERSION,2202,CALIDAD Y FOMENTO DE LA EDUCACIÓN SUPERIOR,0700,INTERSUBSECTORIAL EDUCACIÓN,50,FORTALECIMIENTO DE LAS UNIVERSIDADES ESTATALES - ESTAMPILLA PRO UNIVERSIDAD LEY 1697 DE 2013  NACIONAL,20203K40,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL /K40. EDUCACIÓN SUPERIOR COMO UN DERECHO - INFRAESTRUCTURA,177000000000,0,0,0
Nación,CSF,FONDOS ESPECIALES,25,RAMA JUDICIAL,27-01-01,RAMA JUDICIAL - GESTIÓN GENERAL,C,INVERSION,2701,MEJORAMIENTO DE LAS COMPETENCIAS DE LA ADMINISTRACIÓN DE LA JUSTICIA,0800,INTERSUBSECTORIAL JUSTICIA,23,CONSTRUCCIÓN Y DOTACIÓN DEL PALACIO DE JUSTICIA DE   MEDELLÍN,20111D,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. CAPACIDADES Y LA OFERTA DEL SISTEMA DE JUSTICIA,14600000000,0,0,0
Nación,CSF,FONDOS ESPECIALES,25,RAMA JUDICIAL,27-01-01,RAMA JUDICIAL - GESTIÓN GENERAL,C,INVERSION,2701,MEJORAMIENTO DE LAS COMPETENCIAS DE LA ADMINISTRACIÓN DE LA JUSTICIA,0800,INTERSUBSECTORIAL JUSTICIA,37,MODERNIZACIÓN DE LA INFRAESTRUCTURA FÍSICA DE LA RAMA JUDICIAL COMO INSTRUMENTO ESTRATÉGICO DE ACCESO A LA JUSTICIA A NIVEL   NACIONAL,20111D,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. CAPACIDADES Y LA OFERTA DEL SISTEMA DE JUSTICIA,342561107843,545449950,0,0
Nación,CSF,FONDOS ESPECIALES,25,RAMA JUDICIAL,27-01-01,RAMA JUDICIAL - GESTIÓN GENERAL,C,INVERSION,2701,MEJORAMIENTO DE LAS COMPETENCIAS DE LA ADMINISTRACIÓN DE LA JUSTICIA,0800,INTERSUBSECTORIAL JUSTICIA,38,FORTALECIMIENTO DEL SISTEMA DE GOBIERNO BASADO EN EVIDENCIA PARA UNA GOBERNANZA CONFIABLE Y GERENCIAL DE LA RAMA JUDICIAL A NIVEL  NACIONAL,20111D,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. CAPACIDADES Y LA OFERTA DEL SISTEMA DE JUSTICIA,5700000000,2304413899,0,0
Nación,CSF,FONDOS ESPECIALES,25,RAMA JUDICIAL,27-01-01,RAMA JUDICIAL - GESTIÓN GENERAL,C,INVERSION,2701,MEJORAMIENTO DE LAS COMPETENCIAS DE LA ADMINISTRACIÓN DE LA JUSTICIA,0800,INTERSUBSECTORIAL JUSTICIA,40,FORTALECIMIENTO DE LOS SERVICIOS DIGITALES Y DE TECNOLOGÍA PARA LA TRANSFORMACIÓN DIGITAL DE LA RAMA JUDICIAL A NIVEL  NACIONAL,20111A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. POLÍTICA DE ESTADO DE TRANSFORMACIÓN DIGITAL DE LA JUSTICIA DE MEDIANO Y LARGO PLAZO,102419595713,0,0,0
Nación,CSF,FONDOS ESPECIALES,25,RAMA JUDICIAL,27-01-01,RAMA JUDICIAL - GESTIÓN GENERAL,C,INVERSION,2701,MEJORAMIENTO DE LAS COMPETENCIAS DE LA ADMINISTRACIÓN DE LA JUSTICIA,0800,INTERSUBSECTORIAL JUSTICIA,41,FORTALECIMIENTO DE MECANISMOS DE JUSTICIA ABIERTA Y GESTIÓN DE LA CALIDAD- SIGCMA- DE LA RAMA JUDICIAL A NIVEL   NACIONAL,20111D,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. CAPACIDADES Y LA OFERTA DEL SISTEMA DE JUSTICIA,41920000000,27663927997,0,0
Nación,CSF,FONDOS ESPECIALES,26,FISCALIA,29-01-01,FISCALIA GENERAL DE LA NACION - GESTION GENERAL,C,INVERSION,2901,EFECTIVIDAD DE LA INVESTIGACIÓN PENAL Y TÉCNICO CIENTÍFICA,0800,INTERSUBSECTORIAL JUSTICIA,12,FORTALECIMIENTO DE LA CAPACIDAD DE PROCESAMIENTO Y ANÁLISIS DE EMP Y EF EN LOS GRUPOS DE CRIMINALÍSTICA DE LA FISCALÍA A NIVEL  NACIONAL,20111D,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. CAPACIDADES Y LA OFERTA DEL SISTEMA DE JUSTICIA,1964457194,0,0,0
Nación,CSF,FONDOS ESPECIALES,26,FISCALIA,29-01-01,FISCALIA GENERAL DE LA NACION - GESTION GENERAL,C,INVERSION,2901,EFECTIVIDAD DE LA INVESTIGACIÓN PENAL Y TÉCNICO CIENTÍFICA,0800,INTERSUBSECTORIAL JUSTICIA,13,"FORTALECIMIENTO , MODERNIZACIÓN E INNOVACIÓN DE LA FISCALÍA GENERAL DE LA NACIÓN PARA LA INVESTIGACIÓN CRIMINAL A NIVEL  NACIONAL",20111D,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. CAPACIDADES Y LA OFERTA DEL SISTEMA DE JUSTICIA,15000000000,0,0,0
Nación,CSF,FONDOS ESPECIALES,26,FISCALIA,29-01-01,FISCALIA GENERAL DE LA NACION - GESTION GENERAL,C,INVERSION,2999,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR FISCALÍA,0800,INTERSUBSECTORIAL JUSTICIA,17,FORTALECIMIENTO DE LOS SERVICIOS DE TIC EN LA IMPLEMENTACIÓN DE LA ARQUITECTURA INSTITUCIONAL DE LA FISCALÍA A NIVEL  NACIONAL,20111D,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. CAPACIDADES Y LA OFERTA DEL SISTEMA DE JUSTICIA,60000000000,42032915029,0,0
Nación,CSF,FONDOS ESPECIALES,26,FISCALIA,29-01-01,FISCALIA GENERAL DE LA NACION - GESTION GENERAL,C,INVERSION,2999,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR FISCALÍA,0800,INTERSUBSECTORIAL JUSTICIA,22,"CONSTRUCCIÓN , OPERACIÓN Y MANTENIMIENTO DE LA SEDE ÚNICA FISCALÍA GENERAL DE LA NACIÓN EN SANTIAGO DE CALI",20111D,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D. CAPACIDADES Y LA OFERTA DEL SISTEMA DE JUSTICIA,65683841826,53505495348,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,A,FUNCIONAMIENTO,02,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,CD,ADQUISICIÓN DE BIENES  Y SERVICIOS,2881000000,851010728,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,C,INVERSION,1201,"FORTALECIMIENTO DEL PRINCIPIO DE SEGURIDAD JURÍDICA, DIVULGACIÓN Y DEPURACIÓN DEL ORDENAMIENTO JURÍDICO",0800,INTERSUBSECTORIAL JUSTICIA,3,FORTALECIMIENTO DE CAPACIDADES DE LAS COMUNIDADES Y TERRITORIOS EN EL CONOCIMIENTO DEL ORDENAMIENTO JURÍDICO Y DE LA POLÍTICA DE MEJORA NORMATIVA   NACIONAL,20110C,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / C. RENOVACIÓN DE LA ARQUITECTURA INSTITUCIONAL DEL SISTEMA DE JUSTICIA,1036000000,653200000,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,C,INVERSION,1202,PROMOCIÓN AL ACCESO A LA JUSTICIA,0800,INTERSUBSECTORIAL JUSTICIA,17,IMPLEMENTACION DEL EXPEDIENTE DIGITAL DE LOS SERVICIOS DE JUSTICIA OFRECIDOS POR LAS ENTIDADES CON FUNCIONES JURISDICCIONALES DE LA RAMA EJECUTIVA  NACIONAL,20111A1,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. POLÍTICA DE ESTADO DE TRANSFORMACIÓN DIGITAL DE LA JUSTICIA DE MEDIANO Y LARGO PLAZO - ACCESO EFECTIVO A LA JUSTICIA,1209129864,510696000,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,C,INVERSION,1202,PROMOCIÓN AL ACCESO A LA JUSTICIA,0800,INTERSUBSECTORIAL JUSTICIA,19,OPTIMIZACIÓN DE MECANISMOS TÉCNICOS Y DE INNOVACIÓN PARA MEJORAR EL ACCESO A LA JUSTICIA FORMAL A NIVEL  NACIONAL,20110C,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / C. RENOVACIÓN DE LA ARQUITECTURA INSTITUCIONAL DEL SISTEMA DE JUSTICIA,3500000000,1047274792,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,C,INVERSION,1202,PROMOCIÓN AL ACCESO A LA JUSTICIA,0800,INTERSUBSECTORIAL JUSTICIA,20,MEJORAMIENTO DEL ACCESO A LA JUSTICIA A TRAVÉS DE LOS SISTEMAS LOCALES DE JUSTICIA Y DE LOS MODELOS DE ATENCIÓN DEL PROGRAMA NACIONAL DE CASAS DE JUSTICIA Y CONVIVENCIA CIUDADANA A NIVEL  NACIONAL,20111D1,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / D1. CAPACIDADES Y LA OFERTA DEL SISTEMA DE JUSTICIA - ACCESO EFECTIVO A LA JUSTICIA,6160455908,802710960,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,C,INVERSION,1202,PROMOCIÓN AL ACCESO A LA JUSTICIA,0800,INTERSUBSECTORIAL JUSTICIA,21,"IMPLEMENTACIÓN DE ESTRATEGIAS PARA EL ACCESO A LA JUSTICIA CON ENFOQUE DE GÉNERO, DIFERENCIAL E INTERSECCIONAL A NIVEL  NACIONAL",20110B1,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / B1. JURISDICCIÓN ESPECIAL INDÍGENA, JUSTICIAS PROPIAS Y COMUNITARIA, Y DESARROLLO DE JUSTICIA AMBIENTAL - ACCESO EFECTIVO A LA JUSTICIA",4166630778,604280192,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,C,INVERSION,1202,PROMOCIÓN AL ACCESO A LA JUSTICIA,0800,INTERSUBSECTORIAL JUSTICIA,22,IMPLEMENTACIÓN DE ESTRATEGIAS DE PROMOCIÓN DE JUSTICIAS PROPIAS Y GARANTÍA DEL PLURALISMO JURÍDICO A NIVEL  NACIONAL,20110B,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / B. JURISDICCIÓN ESPECIAL INDÍGENA, JUSTICIAS PROPIAS Y COMUNITARIA, Y DESARROLLO DE JUSTICIA AMBIENTAL",680573455,0,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,C,INVERSION,1202,PROMOCIÓN AL ACCESO A LA JUSTICIA,0800,INTERSUBSECTORIAL JUSTICIA,23,FORTALECIMIENTO DE LAS CAPACIDADES INSTITUCIONALES PARA LA PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA EN EL CONTEXTO FAMILIAR A NIVEL  NACIONAL,20110A1,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A1. PRESTACIÓN EFECTIVA DE JUSTICIA CON ENFOQUE DIFERENCIAL Y MÉTODOS DE RESOLUCIÓN DE CONFLICTOS - ACCESO EFECTIVO A LA JUSTICIA,4200000000,1077240016,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,C,INVERSION,1203,PROMOCIÓN DE LOS MÉTODOS DE RESOLUCIÓN DE CONFLICTOS,0800,INTERSUBSECTORIAL JUSTICIA,4,DESARROLLO INTEGRAL DE LOS MÉTODOS DE RESOLUCIÓN DE CONFLICTOS A NIVEL NACIONAL,20110A2,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. PRESTACIÓN EFECTIVA DE JUSTICIA CON ENFOQUE DIFERENCIAL Y MÉTODOS DE RESOLUCIÓN DE CONFLICTOS - ACCESO EFECTIVO A LA JUSTICIA,4025824092,835811064,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,C,INVERSION,1207,FORTALECIMIENTO DE LA POLÍTICA CRIMINAL DEL ESTADO COLOMBIANO,0800,INTERSUBSECTORIAL JUSTICIA,11,HUMANIZACIÓN DE LA POLÍTICA CRIMINAL Y PENITENCIARIA A NIVEL  NACIONAL,20112A,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. TRATAMIENTO PENITENCIARIO, RESOCIALIZACIÓN Y NO REINCIDENCIA PARA UN PROYECTO DE VIDA DIGNO",6034938348,1533760032,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,C,INVERSION,1207,FORTALECIMIENTO DE LA POLÍTICA CRIMINAL DEL ESTADO COLOMBIANO,0800,INTERSUBSECTORIAL JUSTICIA,11,HUMANIZACIÓN DE LA POLÍTICA CRIMINAL Y PENITENCIARIA A NIVEL  NACIONAL,20112C,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / C. ATENCIÓN A LA POBLACIÓN CONDENADA, SINDICADA Y POSPENADA EN LOS TERRITORIOS",600000000,0,0,0
Nación,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,C,INVERSION,1207,FORTALECIMIENTO DE LA POLÍTICA CRIMINAL DEL ESTADO COLOMBIANO,0800,INTERSUBSECTORIAL JUSTICIA,11,HUMANIZACIÓN DE LA POLÍTICA CRIMINAL Y PENITENCIARIA A NIVEL  NACIONAL,20112E,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / E. DE UN ENFOQUE REACTIVO DE LA POLÍTICA CRIMINAL Y PENITENCIARIA A UNO SUSTENTADO EN EVIDENCIA EMPÍRICA,1080000000,182400000,0,0
